,name,price,condition,details
0,Dell Latitude 7400 Intel Motherboard - R5P25,$199.99,New,"{'Brand': 'Dell', 'MPN': 'X4WN9', 'Model': 'EVGA 1000 GT', 'eBay Product ID (ePID)': '1851289888', 'Most Suitable For': 'Casual Computing, Graphic Design', 'Memory Type': 'DDR3 SDRAM', 'Features': 'On-Board Video Chipset, On-Board Audio, Dual LAN', 'Compatible CPU Brand': 'Intel', 'UPC': '0843368071370', 'Case Material': 'Plastic, Steel', 'Color': 'Gold', 'Front Ports': 'USB, Audio', 'Case Type': 'Small Form Factor Case', 'Form Factor': 'ATX', 'PSU Included': 'Yes', 'Product Line': 'Phanteks Eclipse', 'GTIN': '0793713990453, 0843368035709, 0603305135738', 'Total Capacity': '32 GB', 'Number of Pins': '288', 'Capacity per Module': '16 GB', 'Type': 'Power Module', 'Number of Modules': '2', 'Bus Speed': 'PC5-44800 (DDR5-5600)', 'Socket Type': 'LGA 1155/Socket H2', 'Depth': '6.5""""', 'Width': '5.9""""', 'Chipset Type': 'Nvidia nForce4 Ultra', 'CPU Socket Type': 'Socket 939', 'Data Bus SPEED': '1000MHz', 'CPU Type': 'Athlon 64, Opteron, Athlon 64 FX, Athlon 64x2', 'Additional Connectors': '2X IEEE 1394 (FireWire) ;6X USB 2.0', 'Audio Output Type': 'Sound Card', 'Product Type': 'Processor', 'Expansion Slots': 'Mini PCI-e, Mini PCI', 'Installed Quantity (MAX Supported)': '1', 'Hardware Features': 'Msi Corecell', 'Compliant Standards': 'Plug and Play', 'Modular': 'Yes', 'Maximum Power': '1000 W', 'Number of Outlets': '1', 'Voltage Compatibility': '100 - 240 V', 'Compatible Brand': 'Universal, For HP', 'Maximum Wattage': '1000 W', 'Connectors': '6+2 Pin PCI Express, 24 Pin, 6+6 Pin', 'Item Height': '3', 'Input/Output Ports': 'VGA, eSATA, DisplayPort, Serial (RS-232), HDMI, USB-C, USB 3.0, USB 2.0, Ethernet (RJ-45)', 'Number of Memory Slots': '2', 'Display Technology': 'Touchscreen', 'Screen Finish': 'Glossy', 'Compatible Product Line': 'Universal, For Pavilion, For Chromebook', 'Screen Size': '14 in', 'Aspect Ratio': '16:9', 'Maximum Resolution': '1366x768', 'Memory Size': '8GB', 'Chipset/GPU Model': 'AMD Radeon RX 580', 'Chipset Manufacturer': 'AMD', 'Weight': '7lb.', 'Maximum Airflow Volume': '57 CFM', 'Fan Light Color': 'Multicolor', 'Maximum Fan Speed': '2000 RPM', 'Power Connection': 'USB', 'Voltage': '12 V', 'Bearing Type': 'Hydraulic', 'Fan Diameter': '140 mm', 'Manufacturer Color': 'Black', 'Memory Features': 'Registered, ECC Memory', 'L3 Cache': '6 MB', 'Clock Speed': '3.3GHz', 'Processor Type': 'Core i5 2nd Gen.', 'Processor Model': 'Intel Core i5-2500K', 'L2 Cache': '256KB', 'Number of Cores': '4', 'Compatible Model': 'A1707', 'Number of 3.5 in Drive Bays': '1', 'PSU Maximum Output Power': '300 W', 'Number of 5.25 in Drive Bays': '1', 'Item Length': '6""', 'Item Width': '5.9 in', 'APIs': 'DirectX 12, OpenGL 4.5, Vulkan', 'Cooling Component Included': 'Fan with Heatsink', 'Power Cable Requirement': '8-Pin PCI-E', 'Compatible Slot': 'PCI Express 3.0 x16', 'Cooling': '1 Fan', 'Ean': '0793713990453, 0843368035709, 0603305135738', 'Custom Bundle': 'No', '': '', 'Manufacturing Process': '32 NM', 'MAX. Operating Temperature': '72.6°C', 'Level 3 Size': '6MB', 'Platform Compatibility': 'PC', 'Processor Quantity': '1', '64-Bit Computing': 'Yes', 'Multi-CORE Technology': 'Quad-CORE', 'Level 2 Size': '256KB', 'Tdp': '95W', 'Compatible Slots': '1X Processor-LGA 1155/Socket H2 Socket', 'Cooling Component(s) Included': 'Fan with Heatsink', 'Level 1 Size': '64KB', 'Architecture Features': 'Intel AES New Instructions (Aes-Ni), Enhanced Speedstep Technology, Intel Virtualization Technology, Idle State, Intel Virtualization Technology for Directed I/O (Vt-D), Hyper-Threading Technology, Intel Flex Memory ACCESS, Identity Protection Technology, Intel Vpro Technology, Intel VTX with Extended Page Tables (Ept), Intel 64 Technology, Intel Fast Memory ACCESS, Intel Turbo Boost Technology 2.0, Execute Disable Bit Capability, Thermal Monitoring Technology', 'California Prop 65 Warning': 'Yes', 'Height': '3.3""""', 'Length': '6.49', 'Non-Domestic Product': 'No', 'Modified Item': 'No'}"
1,Phanteks Eclipse P400A ATX Mid Tower Case - Black,$95.00,New,"{'Brand': 'Dell', 'MPN': 'X4WN9', 'Model': 'EVGA 1000 GT', 'eBay Product ID (ePID)': '1851289888', 'Most Suitable For': 'Casual Computing, Graphic Design', 'Memory Type': 'DDR3 SDRAM', 'Features': 'On-Board Video Chipset, On-Board Audio, Dual LAN', 'Compatible CPU Brand': 'Intel', 'UPC': '0843368071370', 'Case Material': 'Plastic, Steel', 'Color': 'Gold', 'Front Ports': 'USB, Audio', 'Case Type': 'Small Form Factor Case', 'Form Factor': 'ATX', 'PSU Included': 'Yes', 'Product Line': 'Phanteks Eclipse', 'GTIN': '0793713990453, 0843368035709, 0603305135738', 'Total Capacity': '32 GB', 'Number of Pins': '288', 'Capacity per Module': '16 GB', 'Type': 'Power Module', 'Number of Modules': '2', 'Bus Speed': 'PC5-44800 (DDR5-5600)', 'Socket Type': 'LGA 1155/Socket H2', 'Depth': '6.5""""', 'Width': '5.9""""', 'Chipset Type': 'Nvidia nForce4 Ultra', 'CPU Socket Type': 'Socket 939', 'Data Bus SPEED': '1000MHz', 'CPU Type': 'Athlon 64, Opteron, Athlon 64 FX, Athlon 64x2', 'Additional Connectors': '2X IEEE 1394 (FireWire) ;6X USB 2.0', 'Audio Output Type': 'Sound Card', 'Product Type': 'Processor', 'Expansion Slots': 'Mini PCI-e, Mini PCI', 'Installed Quantity (MAX Supported)': '1', 'Hardware Features': 'Msi Corecell', 'Compliant Standards': 'Plug and Play', 'Modular': 'Yes', 'Maximum Power': '1000 W', 'Number of Outlets': '1', 'Voltage Compatibility': '100 - 240 V', 'Compatible Brand': 'Universal, For HP', 'Maximum Wattage': '1000 W', 'Connectors': '6+2 Pin PCI Express, 24 Pin, 6+6 Pin', 'Item Height': '3', 'Input/Output Ports': 'VGA, eSATA, DisplayPort, Serial (RS-232), HDMI, USB-C, USB 3.0, USB 2.0, Ethernet (RJ-45)', 'Number of Memory Slots': '2', 'Display Technology': 'Touchscreen', 'Screen Finish': 'Glossy', 'Compatible Product Line': 'Universal, For Pavilion, For Chromebook', 'Screen Size': '14 in', 'Aspect Ratio': '16:9', 'Maximum Resolution': '1366x768', 'Memory Size': '8GB', 'Chipset/GPU Model': 'AMD Radeon RX 580', 'Chipset Manufacturer': 'AMD', 'Weight': '7lb.', 'Maximum Airflow Volume': '57 CFM', 'Fan Light Color': 'Multicolor', 'Maximum Fan Speed': '2000 RPM', 'Power Connection': 'USB', 'Voltage': '12 V', 'Bearing Type': 'Hydraulic', 'Fan Diameter': '140 mm', 'Manufacturer Color': 'Black', 'Memory Features': 'Registered, ECC Memory', 'L3 Cache': '6 MB', 'Clock Speed': '3.3GHz', 'Processor Type': 'Core i5 2nd Gen.', 'Processor Model': 'Intel Core i5-2500K', 'L2 Cache': '256KB', 'Number of Cores': '4', 'Compatible Model': 'A1707', 'Number of 3.5 in Drive Bays': '1', 'PSU Maximum Output Power': '300 W', 'Number of 5.25 in Drive Bays': '1', 'Item Length': '6""', 'Item Width': '5.9 in', 'APIs': 'DirectX 12, OpenGL 4.5, Vulkan', 'Cooling Component Included': 'Fan with Heatsink', 'Power Cable Requirement': '8-Pin PCI-E', 'Compatible Slot': 'PCI Express 3.0 x16', 'Cooling': '1 Fan', 'Ean': '0793713990453, 0843368035709, 0603305135738', 'Custom Bundle': 'No', '': '', 'Manufacturing Process': '32 NM', 'MAX. Operating Temperature': '72.6°C', 'Level 3 Size': '6MB', 'Platform Compatibility': 'PC', 'Processor Quantity': '1', '64-Bit Computing': 'Yes', 'Multi-CORE Technology': 'Quad-CORE', 'Level 2 Size': '256KB', 'Tdp': '95W', 'Compatible Slots': '1X Processor-LGA 1155/Socket H2 Socket', 'Cooling Component(s) Included': 'Fan with Heatsink', 'Level 1 Size': '64KB', 'Architecture Features': 'Intel AES New Instructions (Aes-Ni), Enhanced Speedstep Technology, Intel Virtualization Technology, Idle State, Intel Virtualization Technology for Directed I/O (Vt-D), Hyper-Threading Technology, Intel Flex Memory ACCESS, Identity Protection Technology, Intel Vpro Technology, Intel VTX with Extended Page Tables (Ept), Intel 64 Technology, Intel Fast Memory ACCESS, Intel Turbo Boost Technology 2.0, Execute Disable Bit Capability, Thermal Monitoring Technology', 'California Prop 65 Warning': 'Yes', 'Height': '3.3""""', 'Length': '6.49', 'Non-Domestic Product': 'No', 'Modified Item': 'No'}"
2,Samsung 4x 16GB 2RX8 PC4-2400T DDR4 19200MHz 288Pin DIMM Desktop Memory RAM,,,"{'Brand': 'Dell', 'MPN': 'X4WN9', 'Model': 'EVGA 1000 GT', 'eBay Product ID (ePID)': '1851289888', 'Most Suitable For': 'Casual Computing, Graphic Design', 'Memory Type': 'DDR3 SDRAM', 'Features': 'On-Board Video Chipset, On-Board Audio, Dual LAN', 'Compatible CPU Brand': 'Intel', 'UPC': '0843368071370', 'Case Material': 'Plastic, Steel', 'Color': 'Gold', 'Front Ports': 'USB, Audio', 'Case Type': 'Small Form Factor Case', 'Form Factor': 'ATX', 'PSU Included': 'Yes', 'Product Line': 'Phanteks Eclipse', 'GTIN': '0793713990453, 0843368035709, 0603305135738', 'Total Capacity': '32 GB', 'Number of Pins': '288', 'Capacity per Module': '16 GB', 'Type': 'Power Module', 'Number of Modules': '2', 'Bus Speed': 'PC5-44800 (DDR5-5600)', 'Socket Type': 'LGA 1155/Socket H2', 'Depth': '6.5""""', 'Width': '5.9""""', 'Chipset Type': 'Nvidia nForce4 Ultra', 'CPU Socket Type': 'Socket 939', 'Data Bus SPEED': '1000MHz', 'CPU Type': 'Athlon 64, Opteron, Athlon 64 FX, Athlon 64x2', 'Additional Connectors': '2X IEEE 1394 (FireWire) ;6X USB 2.0', 'Audio Output Type': 'Sound Card', 'Product Type': 'Processor', 'Expansion Slots': 'Mini PCI-e, Mini PCI', 'Installed Quantity (MAX Supported)': '1', 'Hardware Features': 'Msi Corecell', 'Compliant Standards': 'Plug and Play', 'Modular': 'Yes', 'Maximum Power': '1000 W', 'Number of Outlets': '1', 'Voltage Compatibility': '100 - 240 V', 'Compatible Brand': 'Universal, For HP', 'Maximum Wattage': '1000 W', 'Connectors': '6+2 Pin PCI Express, 24 Pin, 6+6 Pin', 'Item Height': '3', 'Input/Output Ports': 'VGA, eSATA, DisplayPort, Serial (RS-232), HDMI, USB-C, USB 3.0, USB 2.0, Ethernet (RJ-45)', 'Number of Memory Slots': '2', 'Display Technology': 'Touchscreen', 'Screen Finish': 'Glossy', 'Compatible Product Line': 'Universal, For Pavilion, For Chromebook', 'Screen Size': '14 in', 'Aspect Ratio': '16:9', 'Maximum Resolution': '1366x768', 'Memory Size': '8GB', 'Chipset/GPU Model': 'AMD Radeon RX 580', 'Chipset Manufacturer': 'AMD', 'Weight': '7lb.', 'Maximum Airflow Volume': '57 CFM', 'Fan Light Color': 'Multicolor', 'Maximum Fan Speed': '2000 RPM', 'Power Connection': 'USB', 'Voltage': '12 V', 'Bearing Type': 'Hydraulic', 'Fan Diameter': '140 mm', 'Manufacturer Color': 'Black', 'Memory Features': 'Registered, ECC Memory', 'L3 Cache': '6 MB', 'Clock Speed': '3.3GHz', 'Processor Type': 'Core i5 2nd Gen.', 'Processor Model': 'Intel Core i5-2500K', 'L2 Cache': '256KB', 'Number of Cores': '4', 'Compatible Model': 'A1707', 'Number of 3.5 in Drive Bays': '1', 'PSU Maximum Output Power': '300 W', 'Number of 5.25 in Drive Bays': '1', 'Item Length': '6""', 'Item Width': '5.9 in', 'APIs': 'DirectX 12, OpenGL 4.5, Vulkan', 'Cooling Component Included': 'Fan with Heatsink', 'Power Cable Requirement': '8-Pin PCI-E', 'Compatible Slot': 'PCI Express 3.0 x16', 'Cooling': '1 Fan', 'Ean': '0793713990453, 0843368035709, 0603305135738', 'Custom Bundle': 'No', '': '', 'Manufacturing Process': '32 NM', 'MAX. Operating Temperature': '72.6°C', 'Level 3 Size': '6MB', 'Platform Compatibility': 'PC', 'Processor Quantity': '1', '64-Bit Computing': 'Yes', 'Multi-CORE Technology': 'Quad-CORE', 'Level 2 Size': '256KB', 'Tdp': '95W', 'Compatible Slots': '1X Processor-LGA 1155/Socket H2 Socket', 'Cooling Component(s) Included': 'Fan with Heatsink', 'Level 1 Size': '64KB', 'Architecture Features': 'Intel AES New Instructions (Aes-Ni), Enhanced Speedstep Technology, Intel Virtualization Technology, Idle State, Intel Virtualization Technology for Directed I/O (Vt-D), Hyper-Threading Technology, Intel Flex Memory ACCESS, Identity Protection Technology, Intel Vpro Technology, Intel VTX with Extended Page Tables (Ept), Intel 64 Technology, Intel Fast Memory ACCESS, Intel Turbo Boost Technology 2.0, Execute Disable Bit Capability, Thermal Monitoring Technology', 'California Prop 65 Warning': 'Yes', 'Height': '3.3""""', 'Length': '6.49', 'Non-Domestic Product': 'No', 'Modified Item': 'No'}"
3,"MSI K8N Neo4 Platinum, Socket 939, AMD Motherboard",,,"{'Brand': 'Dell', 'MPN': 'X4WN9', 'Model': 'EVGA 1000 GT', 'eBay Product ID (ePID)': '1851289888', 'Most Suitable For': 'Casual Computing, Graphic Design', 'Memory Type': 'DDR3 SDRAM', 'Features': 'On-Board Video Chipset, On-Board Audio, Dual LAN', 'Compatible CPU Brand': 'Intel', 'UPC': '0843368071370', 'Case Material': 'Plastic, Steel', 'Color': 'Gold', 'Front Ports': 'USB, Audio', 'Case Type': 'Small Form Factor Case', 'Form Factor': 'ATX', 'PSU Included': 'Yes', 'Product Line': 'Phanteks Eclipse', 'GTIN': '0793713990453, 0843368035709, 0603305135738', 'Total Capacity': '32 GB', 'Number of Pins': '288', 'Capacity per Module': '16 GB', 'Type': 'Power Module', 'Number of Modules': '2', 'Bus Speed': 'PC5-44800 (DDR5-5600)', 'Socket Type': 'LGA 1155/Socket H2', 'Depth': '6.5""""', 'Width': '5.9""""', 'Chipset Type': 'Nvidia nForce4 Ultra', 'CPU Socket Type': 'Socket 939', 'Data Bus SPEED': '1000MHz', 'CPU Type': 'Athlon 64, Opteron, Athlon 64 FX, Athlon 64x2', 'Additional Connectors': '2X IEEE 1394 (FireWire) ;6X USB 2.0', 'Audio Output Type': 'Sound Card', 'Product Type': 'Processor', 'Expansion Slots': 'Mini PCI-e, Mini PCI', 'Installed Quantity (MAX Supported)': '1', 'Hardware Features': 'Msi Corecell', 'Compliant Standards': 'Plug and Play', 'Modular': 'Yes', 'Maximum Power': '1000 W', 'Number of Outlets': '1', 'Voltage Compatibility': '100 - 240 V', 'Compatible Brand': 'Universal, For HP', 'Maximum Wattage': '1000 W', 'Connectors': '6+2 Pin PCI Express, 24 Pin, 6+6 Pin', 'Item Height': '3', 'Input/Output Ports': 'VGA, eSATA, DisplayPort, Serial (RS-232), HDMI, USB-C, USB 3.0, USB 2.0, Ethernet (RJ-45)', 'Number of Memory Slots': '2', 'Display Technology': 'Touchscreen', 'Screen Finish': 'Glossy', 'Compatible Product Line': 'Universal, For Pavilion, For Chromebook', 'Screen Size': '14 in', 'Aspect Ratio': '16:9', 'Maximum Resolution': '1366x768', 'Memory Size': '8GB', 'Chipset/GPU Model': 'AMD Radeon RX 580', 'Chipset Manufacturer': 'AMD', 'Weight': '7lb.', 'Maximum Airflow Volume': '57 CFM', 'Fan Light Color': 'Multicolor', 'Maximum Fan Speed': '2000 RPM', 'Power Connection': 'USB', 'Voltage': '12 V', 'Bearing Type': 'Hydraulic', 'Fan Diameter': '140 mm', 'Manufacturer Color': 'Black', 'Memory Features': 'Registered, ECC Memory', 'L3 Cache': '6 MB', 'Clock Speed': '3.3GHz', 'Processor Type': 'Core i5 2nd Gen.', 'Processor Model': 'Intel Core i5-2500K', 'L2 Cache': '256KB', 'Number of Cores': '4', 'Compatible Model': 'A1707', 'Number of 3.5 in Drive Bays': '1', 'PSU Maximum Output Power': '300 W', 'Number of 5.25 in Drive Bays': '1', 'Item Length': '6""', 'Item Width': '5.9 in', 'APIs': 'DirectX 12, OpenGL 4.5, Vulkan', 'Cooling Component Included': 'Fan with Heatsink', 'Power Cable Requirement': '8-Pin PCI-E', 'Compatible Slot': 'PCI Express 3.0 x16', 'Cooling': '1 Fan', 'Ean': '0793713990453, 0843368035709, 0603305135738', 'Custom Bundle': 'No', '': '', 'Manufacturing Process': '32 NM', 'MAX. Operating Temperature': '72.6°C', 'Level 3 Size': '6MB', 'Platform Compatibility': 'PC', 'Processor Quantity': '1', '64-Bit Computing': 'Yes', 'Multi-CORE Technology': 'Quad-CORE', 'Level 2 Size': '256KB', 'Tdp': '95W', 'Compatible Slots': '1X Processor-LGA 1155/Socket H2 Socket', 'Cooling Component(s) Included': 'Fan with Heatsink', 'Level 1 Size': '64KB', 'Architecture Features': 'Intel AES New Instructions (Aes-Ni), Enhanced Speedstep Technology, Intel Virtualization Technology, Idle State, Intel Virtualization Technology for Directed I/O (Vt-D), Hyper-Threading Technology, Intel Flex Memory ACCESS, Identity Protection Technology, Intel Vpro Technology, Intel VTX with Extended Page Tables (Ept), Intel 64 Technology, Intel Fast Memory ACCESS, Intel Turbo Boost Technology 2.0, Execute Disable Bit Capability, Thermal Monitoring Technology', 'California Prop 65 Warning': 'Yes', 'Height': '3.3""""', 'Length': '6.49', 'Non-Domestic Product': 'No', 'Modified Item': 'No'}"
4,095HH7 Dell Precision 3560 i7 - 1185G Motherboard 95HH7,$229.00,Open box,"{'Brand': 'Dell', 'MPN': 'X4WN9', 'Model': 'EVGA 1000 GT', 'eBay Product ID (ePID)': '1851289888', 'Most Suitable For': 'Casual Computing, Graphic Design', 'Memory Type': 'DDR3 SDRAM', 'Features': 'On-Board Video Chipset, On-Board Audio, Dual LAN', 'Compatible CPU Brand': 'Intel', 'UPC': '0843368071370', 'Case Material': 'Plastic, Steel', 'Color': 'Gold', 'Front Ports': 'USB, Audio', 'Case Type': 'Small Form Factor Case', 'Form Factor': 'ATX', 'PSU Included': 'Yes', 'Product Line': 'Phanteks Eclipse', 'GTIN': '0793713990453, 0843368035709, 0603305135738', 'Total Capacity': '32 GB', 'Number of Pins': '288', 'Capacity per Module': '16 GB', 'Type': 'Power Module', 'Number of Modules': '2', 'Bus Speed': 'PC5-44800 (DDR5-5600)', 'Socket Type': 'LGA 1155/Socket H2', 'Depth': '6.5""""', 'Width': '5.9""""', 'Chipset Type': 'Nvidia nForce4 Ultra', 'CPU Socket Type': 'Socket 939', 'Data Bus SPEED': '1000MHz', 'CPU Type': 'Athlon 64, Opteron, Athlon 64 FX, Athlon 64x2', 'Additional Connectors': '2X IEEE 1394 (FireWire) ;6X USB 2.0', 'Audio Output Type': 'Sound Card', 'Product Type': 'Processor', 'Expansion Slots': 'Mini PCI-e, Mini PCI', 'Installed Quantity (MAX Supported)': '1', 'Hardware Features': 'Msi Corecell', 'Compliant Standards': 'Plug and Play', 'Modular': 'Yes', 'Maximum Power': '1000 W', 'Number of Outlets': '1', 'Voltage Compatibility': '100 - 240 V', 'Compatible Brand': 'Universal, For HP', 'Maximum Wattage': '1000 W', 'Connectors': '6+2 Pin PCI Express, 24 Pin, 6+6 Pin', 'Item Height': '3', 'Input/Output Ports': 'VGA, eSATA, DisplayPort, Serial (RS-232), HDMI, USB-C, USB 3.0, USB 2.0, Ethernet (RJ-45)', 'Number of Memory Slots': '2', 'Display Technology': 'Touchscreen', 'Screen Finish': 'Glossy', 'Compatible Product Line': 'Universal, For Pavilion, For Chromebook', 'Screen Size': '14 in', 'Aspect Ratio': '16:9', 'Maximum Resolution': '1366x768', 'Memory Size': '8GB', 'Chipset/GPU Model': 'AMD Radeon RX 580', 'Chipset Manufacturer': 'AMD', 'Weight': '7lb.', 'Maximum Airflow Volume': '57 CFM', 'Fan Light Color': 'Multicolor', 'Maximum Fan Speed': '2000 RPM', 'Power Connection': 'USB', 'Voltage': '12 V', 'Bearing Type': 'Hydraulic', 'Fan Diameter': '140 mm', 'Manufacturer Color': 'Black', 'Memory Features': 'Registered, ECC Memory', 'L3 Cache': '6 MB', 'Clock Speed': '3.3GHz', 'Processor Type': 'Core i5 2nd Gen.', 'Processor Model': 'Intel Core i5-2500K', 'L2 Cache': '256KB', 'Number of Cores': '4', 'Compatible Model': 'A1707', 'Number of 3.5 in Drive Bays': '1', 'PSU Maximum Output Power': '300 W', 'Number of 5.25 in Drive Bays': '1', 'Item Length': '6""', 'Item Width': '5.9 in', 'APIs': 'DirectX 12, OpenGL 4.5, Vulkan', 'Cooling Component Included': 'Fan with Heatsink', 'Power Cable Requirement': '8-Pin PCI-E', 'Compatible Slot': 'PCI Express 3.0 x16', 'Cooling': '1 Fan', 'Ean': '0793713990453, 0843368035709, 0603305135738', 'Custom Bundle': 'No', '': '', 'Manufacturing Process': '32 NM', 'MAX. Operating Temperature': '72.6°C', 'Level 3 Size': '6MB', 'Platform Compatibility': 'PC', 'Processor Quantity': '1', '64-Bit Computing': 'Yes', 'Multi-CORE Technology': 'Quad-CORE', 'Level 2 Size': '256KB', 'Tdp': '95W', 'Compatible Slots': '1X Processor-LGA 1155/Socket H2 Socket', 'Cooling Component(s) Included': 'Fan with Heatsink', 'Level 1 Size': '64KB', 'Architecture Features': 'Intel AES New Instructions (Aes-Ni), Enhanced Speedstep Technology, Intel Virtualization Technology, Idle State, Intel Virtualization Technology for Directed I/O (Vt-D), Hyper-Threading Technology, Intel Flex Memory ACCESS, Identity Protection Technology, Intel Vpro Technology, Intel VTX with Extended Page Tables (Ept), Intel 64 Technology, Intel Fast Memory ACCESS, Intel Turbo Boost Technology 2.0, Execute Disable Bit Capability, Thermal Monitoring Technology', 'California Prop 65 Warning': 'Yes', 'Height': '3.3""""', 'Length': '6.49', 'Non-Domestic Product': 'No', 'Modified Item': 'No'}"
5,Super Flower Leadex III 750w 80+ Gold,$113.00,New,"{'Brand': 'Dell', 'MPN': 'X4WN9', 'Model': 'EVGA 1000 GT', 'eBay Product ID (ePID)': '1851289888', 'Most Suitable For': 'Casual Computing, Graphic Design', 'Memory Type': 'DDR3 SDRAM', 'Features': 'On-Board Video Chipset, On-Board Audio, Dual LAN', 'Compatible CPU Brand': 'Intel', 'UPC': '0843368071370', 'Case Material': 'Plastic, Steel', 'Color': 'Gold', 'Front Ports': 'USB, Audio', 'Case Type': 'Small Form Factor Case', 'Form Factor': 'ATX', 'PSU Included': 'Yes', 'Product Line': 'Phanteks Eclipse', 'GTIN': '0793713990453, 0843368035709, 0603305135738', 'Total Capacity': '32 GB', 'Number of Pins': '288', 'Capacity per Module': '16 GB', 'Type': 'Power Module', 'Number of Modules': '2', 'Bus Speed': 'PC5-44800 (DDR5-5600)', 'Socket Type': 'LGA 1155/Socket H2', 'Depth': '6.5""""', 'Width': '5.9""""', 'Chipset Type': 'Nvidia nForce4 Ultra', 'CPU Socket Type': 'Socket 939', 'Data Bus SPEED': '1000MHz', 'CPU Type': 'Athlon 64, Opteron, Athlon 64 FX, Athlon 64x2', 'Additional Connectors': '2X IEEE 1394 (FireWire) ;6X USB 2.0', 'Audio Output Type': 'Sound Card', 'Product Type': 'Processor', 'Expansion Slots': 'Mini PCI-e, Mini PCI', 'Installed Quantity (MAX Supported)': '1', 'Hardware Features': 'Msi Corecell', 'Compliant Standards': 'Plug and Play', 'Modular': 'Yes', 'Maximum Power': '1000 W', 'Number of Outlets': '1', 'Voltage Compatibility': '100 - 240 V', 'Compatible Brand': 'Universal, For HP', 'Maximum Wattage': '1000 W', 'Connectors': '6+2 Pin PCI Express, 24 Pin, 6+6 Pin', 'Item Height': '3', 'Input/Output Ports': 'VGA, eSATA, DisplayPort, Serial (RS-232), HDMI, USB-C, USB 3.0, USB 2.0, Ethernet (RJ-45)', 'Number of Memory Slots': '2', 'Display Technology': 'Touchscreen', 'Screen Finish': 'Glossy', 'Compatible Product Line': 'Universal, For Pavilion, For Chromebook', 'Screen Size': '14 in', 'Aspect Ratio': '16:9', 'Maximum Resolution': '1366x768', 'Memory Size': '8GB', 'Chipset/GPU Model': 'AMD Radeon RX 580', 'Chipset Manufacturer': 'AMD', 'Weight': '7lb.', 'Maximum Airflow Volume': '57 CFM', 'Fan Light Color': 'Multicolor', 'Maximum Fan Speed': '2000 RPM', 'Power Connection': 'USB', 'Voltage': '12 V', 'Bearing Type': 'Hydraulic', 'Fan Diameter': '140 mm', 'Manufacturer Color': 'Black', 'Memory Features': 'Registered, ECC Memory', 'L3 Cache': '6 MB', 'Clock Speed': '3.3GHz', 'Processor Type': 'Core i5 2nd Gen.', 'Processor Model': 'Intel Core i5-2500K', 'L2 Cache': '256KB', 'Number of Cores': '4', 'Compatible Model': 'A1707', 'Number of 3.5 in Drive Bays': '1', 'PSU Maximum Output Power': '300 W', 'Number of 5.25 in Drive Bays': '1', 'Item Length': '6""', 'Item Width': '5.9 in', 'APIs': 'DirectX 12, OpenGL 4.5, Vulkan', 'Cooling Component Included': 'Fan with Heatsink', 'Power Cable Requirement': '8-Pin PCI-E', 'Compatible Slot': 'PCI Express 3.0 x16', 'Cooling': '1 Fan', 'Ean': '0793713990453, 0843368035709, 0603305135738', 'Custom Bundle': 'No', '': '', 'Manufacturing Process': '32 NM', 'MAX. Operating Temperature': '72.6°C', 'Level 3 Size': '6MB', 'Platform Compatibility': 'PC', 'Processor Quantity': '1', '64-Bit Computing': 'Yes', 'Multi-CORE Technology': 'Quad-CORE', 'Level 2 Size': '256KB', 'Tdp': '95W', 'Compatible Slots': '1X Processor-LGA 1155/Socket H2 Socket', 'Cooling Component(s) Included': 'Fan with Heatsink', 'Level 1 Size': '64KB', 'Architecture Features': 'Intel AES New Instructions (Aes-Ni), Enhanced Speedstep Technology, Intel Virtualization Technology, Idle State, Intel Virtualization Technology for Directed I/O (Vt-D), Hyper-Threading Technology, Intel Flex Memory ACCESS, Identity Protection Technology, Intel Vpro Technology, Intel VTX with Extended Page Tables (Ept), Intel 64 Technology, Intel Fast Memory ACCESS, Intel Turbo Boost Technology 2.0, Execute Disable Bit Capability, Thermal Monitoring Technology', 'California Prop 65 Warning': 'Yes', 'Height': '3.3""""', 'Length': '6.49', 'Non-Domestic Product': 'No', 'Modified Item': 'No'}"
